,0
0,それほど浜辺が混雑し、それほど私の頭が放漫であったにもかかわらず、私がすぐ先生を見付け出したのは、先生が一人の西洋人を伴れていたからである
1,ソレホドハマベガコンザツシ、ソレホドワタシノアタマガホウマンデアッタニモカカワラズ、ワタシガスグセンセイヲミツケダシタノハ、センセイガイチニンノセイヨウジンヲトモナエレテイタカラデアル
2,oeooaaeaonauioeooaaioaaaaouaeauaioaaaauaaiauueneioiueaiaoaeneiaiiioeiouioooaeeeiaaaeau
0,その西洋人の優れて白い皮膚の色が、掛茶屋へ入るや否や、すぐ私の注意を惹いた
1,ソノセイヨウジンノスグレテシロイヒフノイロガ、カケヂャヤヘハイルヤイナヤ、スグワタシノチュウイヲヒイタ
2,ooeiouiouueeioiiuoioaaeaaeaiuaiaauuaaiouuioiia
0,純粋の日本の浴衣を着ていた彼は、それを床几の上にすぽりと放り出したまま、腕組みをして海の方を向いて立っていた
1,ジュンスイノニッポンノユカタヲキテイタカレハ、ソレヲショウギノジョウニスポリトホウリダシタママ、ウデグミヲシテウミノホウヲムイテタッテイタ
2,unuioioouaaoieiaaeaoeoouioouiuoioouiaiaaaueuioieuioououieaueia
0,彼は我々の穿く猿股一つの外何物も肌に着けていなかった
1,カレハワレワレノハクサルマタヒトツノソトナンブツモハダニツケテイナカッタ
2,aeaaeaeoauauaaiouoooauuoaaiueeiaaua
0,私にはそれが第一不思議だった
1,ワタシニハソレガダイイチフシギダッタ
2,aaiiaoeaaiiiuiiaua
0,私はその二日前に由井が浜まで行って、砂の上にしゃがみながら、長い間西洋人の海へ入る様子を眺めていた
1,ワタシハソノニニチマエニユイガハママデイッテ、スナノジョウニシャガミナガラ、ナガイマセイヨウジンノウミヘハイルヨウスヲナガメテイタ
2,aaiaooiiiaeiuiaaaaeiueuaoouiaaiaaaaaiaeiouiouieaiuouuoaaeeia
0,私の尻をおろした所は少し小高い丘の上で、そのすぐ傍がホテルの裏口になっていたので、私の凝としている間に、大分多くの男が塩を浴びに出て来たが、いずれも胴と腕と股は出していなかった
1,ワタシノシリヲオロシタトコロハスコシコダカイオカノジョウデ、ソノスグハタガホテルノウラグチニナッテイタノデ、ワタシノシコリトシテイルマニ、オオイタオオクノオトコガシオヲアビニデテキタガ、イズレモドウトウデトマタハダシテイナカッタ
2,aaioiioooiaoooauoioaaioaooueoouuaaaoeuouauiiaueiaoeaaioioioieiuaiooiaoouooooaiooaiieeiaaiueoououeoaaaaieiaaua
0,女は殊更肉を隠しがちであった
1,オンナハコトサラニクヲカクシガチデアッタ
2,onaaooaaiuoauiaieaua
0,大抵は頭に護謨製の頭巾を被って、海老茶や紺や藍の色を波間に浮かしていた
1,タイテイハアタマニゴムセイノズキンヲコウムッテ、エビチャヤコンヤアイノイロヲナミマニウカシテイタ
2,aieiaaaaioueiouioouuueeiaaonaaioiooaiaiuaieia
0,そういう有様を目撃したばかりの私の眼には、猿股一つで済まして皆なの前に立っているこの西洋人がいかにも珍しく見えた
1,ソウイウアリサマヲモクゲキシタバカリノワタシノメニハ、サルマタヒトツデスマシテミナナノマエニタッテイルコノセイヨウジンガイカニモメズラシクミエタ
2,ouiuaiaaooueiiaaaioaaioeiaauaaioueuaieiaaoaeiaueiuooeiouiaiaioeuaiuiea
0,彼はやがて自分の傍を顧みて、そこにこごんでいる日本人に、一言二言何かいった
1,カレハヤガテジブンノハタヲカエリミテ、ソコニコゴンデイルニッポンジンニ、ヒトコトニコトナニカイッタ
2,aeaaaeiuoaaoaeiieooiooeiuioniiioooiooaiaiua
0,その日本人は砂の上に落ちた手拭を拾い上げているところであったが、それを取り上げるや否や、すぐ頭を包んで、海の方へ歩き出した
1,ソノニッポンジンハスナノジョウニオチタテヌグイヲヒロイアゲテイルトコロデアッタガ、ソレヲトリアゲルヤイナヤ、スグアタマヲツツンデ、ウミノホウヘアルキダシタ
2,ooioniauaoouioiaeuuioioiaeeiuoooeauaaoeooiaeuaiaauuaaaouueuiooueauiaia
0,その人がすなわち先生であった
1,ソノヒトガスナワチセンセイデアッタ
2,ooioauaaieneieaua
0,私は単に好奇心のために、並んで浜辺を下りて行く二人の後姿を見守っていた
1,ワタシハタンニコウキシンノタメニ、ナランデハマベヲオリテイクニニンノウシロスガタヲミマモッテイタ
2,aaiaaniouiioaeiaaeaaeooieiuiiouiouaaoiaoueia
0,すると彼らは真直に波の中に足を踏み込んだ
1,スルトカレラハマッスグニナミノナカニアシヲフミコンダ
2,uuoaeaaauuiaioaaiaiouioa
0,そうして遠浅の磯近くにわいわい騒いでいる多人数の間を通り抜けて、比較的広々した所へ来ると、二人とも泳ぎ出した
1,ソウシテトオアサノイソチカクニワイワイサワイデイルタニンズウノマヲトオリヌケテ、ヒカクテキヒロビロシタトコロヘクルト、ニニントモオヨギダシタ
2,ouieooaaoioiauiaiaiaaieiuainuuoaoooiueeiaueiioioiaoooeuuoiiooooiaia
0,彼らの頭が小さく見えるまで沖の方へ向いて行った
1,カレラノアタマガチイサクミエルマデオキノホウヘムイテイッタ
2,aeaoaaaaiiauieuaeoiooueuieiua
0,それから引き返してまた一直線に浜辺まで戻って来た
1,ソレカラヒキカエシテマタイッチョクセンニハマベマデモドッテキタ
2,oeaaiiaeieaaioueiaaeaeooueia
0,掛茶屋へ帰ると、井戸の水も浴びずに、すぐ身体を拭いて着物を着て、さっさとどこへか行ってしまった
1,カケヂャヤヘカエルト、イドノミズモアビズニ、スグシンタイヲフイテキモノヲキテ、サッサトドコヘカイッテシマッタ
2,aeaaeaeuoiooiuoaiuiuuinaiouieioooieaaoooeaiueiaua
0,彼らの出て行った後、私はやはり元の床几に腰をおろして烟草を吹かしていた
1,カレラノデテイッタノチ、ワタシハヤハリモトノショウギニコシヲオロシテタバコヲフカシテイタ
2,aeaoeeiuaoiaaiaaaioooouiioioooieaaoouaieia
0,その時私はぽかんとしながら先生の事を考えた
1,ソノトキワタシハポカントシナガラセンセイノコトヲカンガエタ
2,oooiaaiaoanoiaaaeneiooooanaea
0,どうもどこかで見た事のある顔のように思われてならなかった
1,ドウモドコカデミタコトノアルカオノヨウニオモワレテナラナカッタ
2,ouoooaeiaoooauaooouiooaeeaaaaua
0,しかしどうしてもいつどこで会った人か想い出せずにしまった
1,シカシドウシテモイツドコデアッタジンカオモイデセズニシマッタ
2,iaiouieoiuooeauainaooieeuiiaua
0,その時の私は屈托がないというよりむしろ無聊に苦しんでいた
1,ソノトキノワタシハコゴメタクガナイトイウヨリムシロブリョウニクルシンデイタ
2,oooioaaiaooeauaaioiuoiuiououiuuieia
0,それで翌日もまた先生に会った時刻を見計らって、わざわざ掛茶屋まで出かけてみた
1,ソレデヨクジツモマタセンセイニアッタジコクヲミハカラッテ、ワザワザカケヂャヤマデデカケテミタ
2,oeeouiuoaaeneiiauaiouoiaaaueaaaaaeaaaeeaeeia
0,すると西洋人は来ないで先生一人麦藁帽を被ってやって来た
1,スルトセイヨウジンハコナイデセンセイイチニンムギワラボウヲコウムッテヤッテキタ
2,uuoeiouiaoaieeneiiiiuiaaouoouuueaeia
0,先生は眼鏡をとって台の上に置いて、すぐ手拭で頭を包んで、すたすた浜を下りて行った
1,センセイハメガネヲトッテダイノジョウニオイテ、スグテヌグイデアタマヲツツンデ、スタスタハマヲオリテイッタ
2,eneiaeaeooueaioouioieuueuuieaaaouueuauaaaooieiua
0,先生が昨日のように騒がしい浴客の中を通り抜けて、一人で泳ぎ出した時、私は急にその後が追い掛けたくなった
1,センセイガキノウノヨウニサワガシイヨッカクノナカヲトオリヌケテ、イチニンデオヨギダシタトキ、ワタシハキュウニソノゴガオイカケタクナッタ
2,eneiaiouoouiaaaiioauoaaoooiueeiiieooiaiaoiaaiaiuuioooaoiaeauaua
0,私は浅い水を頭の上まで跳かして相当の深さの所まで来て、そこから先生を目標に抜手を切った
1,ワタシハアサイミズヲアタマノジョウマデトベカシテソウトウノフカサノトコロマデキテ、ソコカラセンセイヲモクヒョウニヌキテヲキッタ
2,aaiaaaiiuoaaaoouaeoeaieouououaaooooaeieooaaeneioououiuieoiua
0,すると先生は昨日と違って、一種の弧線を描いて、妙な方向から岸の方へ帰り始めた
1,スルトセンセイハキノウトチガッテ、イッシュノコセンヲエガイテ、ミョウナホウコウカラキシノホウヘカエリハジメタ
2,uuoeneiaiouoiaueiuooeoeaieouaououaaiiooueaeiaiea
0,それで私の目的はついに達せられなかった
1,ソレデワタシノモクテキハツイニタッセラレナカッタ
2,oeeaaiooueiauiiaeaeaaua
0,私が陸へ上がって雫の垂れる手を振りながら掛茶屋に入ると、先生はもうちゃんと着物を着て入れ違いに外へ出て行った
1,ワタシガリクヘアガッテシズクノシダレルテヲフリナガラカケヂャヤニハイルト、センセイハモウチャントキモノヲキテイレチガイニソトヘデテイッタ
2,aaiaiueaaueiuuoiaeueouiaaaaeaaiaiuoeneiaouanoioooieieiaiiooeeeiua
0,三私は次の日も同じ時刻に浜へ行って先生の顔を見た
1,サンワタシハツギノヒモオナジジコクニハマヘイッテセンセイノカオヲミタ
2,aaaiauioiooaiiouiaaeiueeneioaooia
0,その次の日にもまた同じ事を繰り返した
1,ソノツギノヒニモマタオナジジヲクリカエシタ
2,oouioiioaaoaiiouiaeia
0,けれども物をいい掛ける機会も、挨拶をする場合も、二人の間には起らなかった
1,ケレドモモノヲイイカケルキカイモ、アイサツヲスルバアイモ、ニニンノマニハオコラナカッタ
2,eeoooooiiaeuiaioaiauouuaaioiioaiaooaaaua
0,その上先生の態度はむしろ非社交的であった
1,ソノウエセンセイノタイドハムシロヒシャコウテキデアッタ
2,ooueeneioaioauioiaoueieaua
0,一定の時刻に超然として来て、また超然と帰って行った
1,イッテイノジコクニチョウゼントシテキテ、マタチョウゼントカエッテイッタ
2,ieioiouioueoieieaaouenoaeueiua
0,周囲がいくら賑やかでも、それにはほとんど注意を払う様子が見えなかった
1,シュウイガイクラニギヤカデモ、ソレニハホトンドチュウイヲハラウヨウスガミエナカッタ
2,uuiaiuaiiaaeooeiaoonouuioaauouuaieaaua
0,最初いっしょに来た西洋人はその後まるで姿を見せなかった
1,サイショイッショニキタセイヨウジンハソノゴマルデスガタヲミセナカッタ
2,aioioiiaeiouiaoooaueuaaoieaaua
0,先生はいつでも一人であった
1,センセイハイツデモイチニンデアッタ
2,eneiaiueoiiieaua
0,或る時先生が例の通りさっさと海から上がって来て、いつもの場所に脱ぎ棄てた浴衣を着ようとすると、どうした訳か、その浴衣に砂がいっぱい着いていた
1,アルルトキセンセイガレイノトオリサッサトウミカラアガッテキテ、イツモノバショニヌギステタユカタヲキヨウトスルト、ドウシタワケカ、ソノユカタニスナガイッパイツイテイタ
2,auuoieneiaeioooiaaouiaaaaueieiuooaoiuiueauaaoiououuoouiaaeaoouaaiuaaiaiuieia
0,先生はそれを落すために、後ろ向きになって、浴衣を二、三度振った
1,センセイハソレヲオトスタメニ、ウシロムキニナッテ、ユカタヲニ、サンドフッタ
2,eneiaoeooouaeiuiouiiaueuaaoiaouua
0,すると着物の下に置いてあった眼鏡が板の隙間から下へ落ちた
1,スルトキモノノシタニオイテアッタメガネガイタノスキマカラシタヘオチタ
2,uuoioooiaioieauaeaeaiaouiaaaiaeoia
0,先生は白絣の上へ兵児帯を締めてから、眼鏡の失くなったのに気が付いたと見えて、急にそこいらを探し始めた
1,センセイハシロガスリノウエヘヘコオビヲシメテカラ、メガネノナクナッタノニキガツイタトミエテ、キュウニソコイラヲサガシハジメタ
2,eneiaioauioueeeooioieeaaeaeoauauaoiiauiaoieeiuuiooiaoaaiaiea
0,私はすぐ腰掛の下へ首と手を突ッ込んで眼鏡を拾い出した
1,ワタシハスグコシカケノシタヘクビトテヲ突ッコンデメガネヲヒロイダシタ
2,aaiauuoiaeoiaeuioeoouuoeeaeoioiaia
0,先生は有難うといって、それを私の手から受け取った
1,センセイハアリガタウトイッテ、ソレヲワタシノテカラウケトッタ
2,eneiaaiaauoiueoeoaaioeaaueoua
0,次の日私は先生の後につづいて海へ飛び込んだ
1,ツギノヒワタシハセンセイノノチニツヅイテウミヘトビコンダ
2,uioiaaiaeneiooiiuuieuieoioa
0,そうして先生といっしょの方角に泳いで行った
1,ソウシテセンセイトイッショノホウガクニオヨイデイッタ
2,ouieeneioiooouauiooieiua
0,二丁ほど沖へ出ると、先生は後ろを振り返って私に話し掛けた
1,ニチョウホドオキヘデルト、センセイハウシロヲフリカエッテワタシニハナシカケタ
2,iouoooieeuoeneiauioouiaeueaaiiaaiaea
0,広い蒼い海の表面に浮いているものは、その近所に私ら二人より外になかった
1,ヒロイアオイウミノヒョウメンニウイテイルモノハ、ソノキンジョニワタシラニニンヨリソトニナカッタ
2,ioiaoiuiooueiuieiuooaooinoiaaiaiioiooiaaua
0,そうして強い太陽の光が、眼の届く限り水と山とを照らしていた
1,ソウシテツヨイタイヨウノヒカリガ、メノトドクカギリミズトヤマトヲテラシテイタ
2,ouieuoiaiouoiaiaeooouaiiiuoaaooeaieia
0,私は自由と歓喜に充ちた筋肉を動かして海の中で躍り狂った
1,ワタシハジユウトカンキニミチタキンニクヲウゴカシテウミノナカデオドリクルッタ
2,aaiaiuuoaniiiiainiuouoaieuioaaeooiuuua
0,先生はまたぱたりと手足の運動を已めて仰向けになったまま浪の上に寝た
1,センセイハマタパタリトテアシノウンドウヲヤメテアオムケニナッタママナミノウエニネタ
2,eneiaaaaaioeaiounouoaeeaoueiauaaaaioueiea
0,私もその真似をした
1,ワタシモソノマネヲシタ
2,aaioooaeoia
0,青空の色がぎらぎらと眼を射るように痛烈な色を私の顔に投げ付けた
1,アオゾラノイロガギラギラトメヲイルヨウニツウレツナイロヲワタシノカオニナゲツケタ
2,aooaoioaiaiaoeoiuouiuueuaiooaaioaoiaeuea
0,「愉快ですね」と私は大きな声を出した
1,「ユカイデスネ」トワタシハオオキナコエヲダシタ
2,uaieueoaaiaooiaoeoaia
0,しばらくして海の中で起き上がるように姿勢を改めた先生は、「もう帰りませんか」といって私を促した
1,シバラクシテウミノナカデオキアガルヨウニシセイヲアラタメタセンセイハ、「モウカエリマセンカ」トイッテワタシヲウナガシタ
2,iaauieuioaaeoiaauouiieioaaaeaeneiaouaeiaeaoiueaaiouaaia
0,比較的強い体質をもった私は、もっと海の中で遊んでいたかった
1,ヒカクテキツヨイタイシツヲモッタワタシハ、モットウミノナカデアソンデイタカッタ
2,iaueiuoiaiiuoouaaaiaoouioaaeaoeiaaua
0,しかし先生から誘われた時、私はすぐ「ええ帰りましょう」と快く答えた
1,シカシセンセイカラサソワレタトキ、ワタシハスグ「エエカエリマショウ」トココロヨクコタエタ
2,iaieneiaaaoaeaoiaaiauueeaeiaouooooouoaea
0,そうして二人でまた元の路を浜辺へ引き返した
1,ソウシテニニンデマタモトノミチヲハマベヘヒキカエシタ
2,ouieiieaaoooiioaaeeiiaeia
0,私はこれから先生と懇意になった
1,ワタシハコレカラセンセイトコンイニナッタ
2,aaiaoeaaeneiooniiaua
0,しかし先生がどこにいるかはまだ知らなかった
1,シカシセンセイガドコニイルカハマダシラナカッタ
2,iaieneiaooiiuaaaaiaaaua
0,それから中二日おいてちょうど三日目の午後だったと思う
1,ソレカラチュウニニチオイテチョウドサンニチメノゴゴダッタトオモウ
2,oeaauuiiioieouoaiieoooauaooou
0,先生と掛茶屋で出会った時、先生は突然私に向かって、「君はまだ大分長くここにいるつもりですか」と聞いた
1,センセイトカケヂャヤデデアッタトキ、センセイハトツゼンワタシニムカッテ、「キミハマダダイブンナガクココニイルツモリデスカ」トキイタ
2,eneioaeaaeeauaoieneiaoueaaiiuaueiiaaaaiuaauooiiuuoieuaoiia
0,考えのない私はこういう問いに答えるだけの用意を頭の中に蓄えていなかった
1,カンガエノナイワタシハコウイウトイニコタエルダケノヨウイヲアタマノナカニタクワエテイナカッタ
2,anaeoaiaaiaouiuoiioaeuaeoouioaaaoaaiauaeeiaaua
0,それで「どうだか分りません」と答えた
1,ソレデ「ドウダカワカリマセン」トコタエタ
2,oeeouaaaaiaeooaea
0,しかしにやにや笑っている先生の顔を見た時、私は急に極りが悪くなった
1,シカシニヤニヤワラッテイルセンセイノカオヲミタトキ、ワタシハキュウニギマリガワルクナッタ
2,iaiiaiaaaueiueneioaooiaoiaaiaiuuiiaiaauuaua
0,「先生は？」と聞き返さずにはいられなかった
1,「センセイハ？」トキキカエサズニハイラレナカッタ
2,eneiaoiiaeauiaiaeaaua
0,これが私の口を出た先生という言葉の始まりである
1,コレガワタシノクチヲデタセンセイトイウコトバノハジマリデアル
2,oeaaaiouioeaeneioiuooaoaiaieau
0,私はその晩先生の宿を尋ねた
1,ワタシハソノバンセンセイノヤドヲタズネタ
2,aaiaooaeneioaooauea
0,宿といっても普通の旅館と違って、広い寺の境内にある別荘のような建物であった
1,ヤドトイッテモフツウノリョカントチガッテ、ヒロイテラノケイダイニアルベッソウノヨウナタテモノデアッタ
2,aooiueouuuooaoiaueioieaoeiaiiaueouoouaaeooeaua
0,そこに住んでいる人の先生の家族でない事も解った
1,ソコニスンデイルヒトノセンセイノカゾクデナイコトモワカッタ
2,ooiueiuiooeneioaoueaioooaaua
0,私が先生先生と呼び掛けるので、先生は苦笑いをした
1,ワタシガセンセイセンセイトヨビカケルノデ、センセイハニガワライヲシタ
2,aaiaeneieneiooiaeuoeeneiaiaaaioia
