,0
1,ノシャッキンヲスッカリテンシュニハラウダケノキンヲアツメタラ——マダゴ、ロクネンハカカルダロウガ——キットソレヲヤッテミセル。
2,oaiouaienuiaauaeoioaueaaaaooueaaauaouaiooeoaueieu
0,はいっても、今のところはまず起きなければならない。
1,ハイッテモ、イマノトコロハマズオキナケレバナラナイ。
2,aiueoiaooooaauoiaeeaaaai
0,の汽車は五時に出るのだ」
1,ノキシャハゴジニデルノダ」
2,oiaaoiieuoa
0,、たんすの上でカチカチ鳴っている目ざまし時計のほうに眼をやった。
1,、タンスノジョウデカチカチナッテイルメザマシドケイノホウニメヲヤッタ。
2,anuooueaiaiaueiueaaioeioouieoaua
0,しまった！」
1,シマッタ！」
2,iaua
0,、彼は思った。
1,、カレハオモッタ。
2,aeaooua
0,六時半で、針は落ちつき払って進んでいく。
1,ロクジハンデ、ハリハオチツキバラッテススンデイク。
2,ouiaeaiaoiuiaaueuueiu
0,もすぎて、もう四十五分に近づいている。
1,モスギテ、モウヨンジュウゴフンニチカヅイテイル。
2,ouieououuouiiauieiu
0,が鳴らなかったのだろうか。
1,ガナラナカッタノダロウカ。
2,aaaaauaoaoua
0,から見ても、きちんと四時に合わせてあったことがわかった。
1,カラミテモ、キチントヨンジニアワセテアッタコトガワカッタ。
2,aaieoiinooiiaaeeauaooaaaua
0,鳴ったのだ。
1,ナッタノダ。
2,auaoa
0,、あの部屋の家具をゆさぶるようなベルの音を安らかに聞きのがして眠っていたなんていうことがありうるだろうか。
1,、アノヘヤノカグヲユサブルヨウナベルノオトヲヤスラカニキキノガシテネムッテイタナンテイウコトガアリウルダロウカ。
2,aoeaoauouauuouaeuooooauaaiiioaieeuueiaaneiuooaaiuuaoua
0,、けっして安らかに眠っていたわけではないが、おそらくそれだけにいっそうぐっすり眠っていたのだ。
1,、ケッシテヤスラカニネムッテイタワケデハナイガ、オソラクソレダケニイッソウグッスリネムッテイタノダ。
2,eieauaaieuueiaaeeaaiaooauoeaeiiuouuuieuueiaoa
0,、今はどうしたらいいのだろう。
1,、イマハドウシタライイノダロウ。
2,iaaouiaaiioaou
0,の汽車は七時に出る。
1,ノキシャハナナジニデル。
2,oiaaaaiieu
0,汽車に間に合うためには、気ちがいのように急がなければならないだろう。
1,キシャニマニアウタメニハ、キチガイノヨウニイソガナケレバナラナイダロウ。
2,iaiaiauaeiaiiaioouiioaaeeaaaaiaou
0,、商品見本はまだ包装してないし、彼自身がそれほど気分がすぐれないし、活溌な感じもしないのだ。
1,、ショウヒンミホンハマダホウソウシテナイシ、カレジシンガソレホドキブンガスグレナイシ、カッパツナカンジモシナイノダ。
2,ouiioaaaououieaiiaeiiaoeooiuauueaiiaauaanioiaioa
0,、たとい汽車に間に合ったとしてさえ、店主の雷は避けることができないのだ。
1,、タトイキシャニマニアッタトシテサエ、テンシュノカミナリハサケルコトガデキナイノダ。
2,aoiiaiaiauaoieaeenuoaiaiaaeuooaeiaioa
0,のは、店の小使は五時の汽車に彼が乗るものと思って待っていて、彼が遅れたことをとっくに報告してしまっているはずだ。
1,ノハ、ミセノコヅカイハゴジノキシャニカレガノルモノトオモッテマッテイテ、カレガオクレタコトヲトックニホウコクシテシマッテイルハズダ。
2,oaieoouaiaoioiaiaeaouoooooueaueieaeaoueaoooouiououieiaueiuaua
0,男は店主の手先で、背骨もなければ分別もない。
1,オトコハテンシュノテサキデ、セボネモナケレバフンベツモナイ。
2,oooaenuoeaieeoeoaeeauneuoai
0,、病気だといって届け出たらどうだろうか。
1,、ビョウキダトイッテトドケデタラドウダロウカ。
2,ouiaoiueooeeaaouaoua
0,、そんなことをしたら、ひどく面倒になるし、疑いもかかるだろう。
1,、ソンナコトヲシタラ、ヒドクメンドウニナルシ、ウタガイモカカルダロウ。
2,onaoooiaaiouenouiauiuaaioaauaou
0,、グレゴールは五年間の勤めのあいだにまだ一度だって病気になったことがないのだ。
1,、グレゴールハゴネンカンノツトメノアイダニマダイチドダッテビョウキニナッタコトガナイノダ。
2,ueouaoenaouoeoaiaiaaiioaeouiiauaooaaioa
0,店主は健康保険医をつれてやってきて、両親に向ってなまけ者の息子のことを非難し、どんなに異論を申し立てても、保険医を引合いに出してそれをさえぎってしまうことだろう。
1,テンシュハケンコウホケンイヲツレテヤッテキテ、リョウシンニムカッテナマケモノノムスコノコトヲヒナンシ、ドンナニイロンヲモウシタテテモ、ホケンイヲヒキアイニダシテソレヲサエギッテシマウコトダロウ。
2,enuaenouoeioueeaeieouiiuaueaaeooouuoooooiaionaiiooouiaeeooeioiiaiiaieoeoaeiueiauooaou
0,医師にとっては、およそまったく健康なくせに仕事の嫌いな人間たちというものしかいないのだ。
1,イシニトッテハ、オヨソマッタクケンコウナクセニシゴトノキライナニンゲンタチトイウモノシカイナイノダ。
2,iiioeaoooaauenouaueiioooiaiaineaioiuooiaiaioa
0,、今の場合、医者の考えもそれほどまちがっているだろうか。
1,、イマノバアイ、イシャノカンガエモソレホドマチガッテイルダロウカ。
2,iaoaaiiaoanaeooeooaiaueiuaoua
0,、グレゴールは、長く眠ったのにほんとうに眠気が残っていることを別にすれば、まったく身体の調子がいい気がするし、とくに強い空腹さえ感じているのだった。
1,、グレゴールハ、ナガクネムッタノニホントウニネムケガノコッテイルコトヲベツニスレバ、マッタクシンタイノチョウシガイイキガスルシ、トクニツヨイクウフクサエカンジテイルノダッタ。
2,ueouaaaueuuaoionouieueaooueiuoooeuiueaaauinaioouiaiiiauuiouiuoiuuuuaeanieiuoaua
0,を離れる決心をすることができないままに、そうしたすべてのことをひどく急いで考えていると——ちょうど目ざまし時計が六時四十分を打った——、彼のベッドの頭のほうにあるドアをノックする音がした。
1,ヲハナレルケッシンヲスルコトガデキナイママニ、ソウシタスベテノコトヲヒドクイソイデカンガエテイルト——チョウドメザマシトケイガロクジヨンジュウフンヲウッタ——、カレノベッドノアタマノホウニアルドアヲノックスルオトガシタ。
2,oaaeueiouuooaeiaiaaiouiaueeooooiouioieanaeeiuoouoeaaioeiaouiouuuouuaaeoeooaaaoouiauoaoouuuooaia
0,グレゴール」
1,グレゴール」
2,ueou
0,、その声は叫んだ——母親だった——
1,、ソノコエハサケンダ——ハハオヤダッタ——
2,oooeaaeaaaoaaua
0,六時四十五分よ。
1,ロクジヨンジュウゴフンヨ。
2,ouiouuouo
0,つもりじゃないのかい？」
1,ツモリジャナイノカイ？」
2,uoiaaioai
0,、あのやさしい声！　グレゴールは返事をする自分の声を聞いたとき、ぎくりとした。
1,、アノヤサシイコエ！　グレゴールハヘンジヲスルジブンノコエヲキイタトキ、ギクリトシタ。
2,aoaaiioeueouaeniouuiuooeoiiaoiiuioia
0,はたしかにまぎれもなく彼の以前の声であったが、そのなかに下のほうから、抑えることのできない苦しそうなぴいぴいいう音がまじっていた。
1,ハタシカニマギレモナクカレノイゼンノコエデアッタガ、ソノナカニシタノホウカラ、オサエルコトノデキナイクルシソウナピイピイイウオトガマジッテイタ。
2,aaiaiaieoauaeoieooeeauaaooaaiiaoouaaoaeuoooeiaiuuiouaiiiiiuooaaiueia
0,音は、明らかにただ最初の瞬間においてだけは言葉の明瞭さを保たせておくのだが、その余韻をすっかり破壊してしまって、正しく聞き取ったかどうかわからないようにするほどだった。
1,オトハ、アキラカニタダサイショノシュンカンニオイテダケハコトバノメイリョウサヲタモタセテオクノダガ、ソノヨインヲスッカリハカイシテシマッテ、マサシクキキトッタカドウカワカラナイヨウニスルホドダッタ。
2,ooaaiaaiaaaioounaioieaeaooaoeiouaoaoaeeouoaaoooiouaiaaiieiaueaaiuiiouaaouaaaaaiouiuuooaua
0,はくわしく返事して、すべてを説明しようと思っていたのだったが、こうした事情では、
1,ハクワシクヘンジシテ、スベテヲセツメイシヨウトオモッテイタノダッタガ、コウシタジジョウデハ、
2,auaiueniieueeoeueiiouoooueiaoauaaouiaiouea
0,ええ、わかりましたよ、ありがとう、お母さん、もう起きますよ」
1,エエ、ワカリマシタヨ、アリガトウ、オカアサン、モウオキマスヨ」
2,eeaaiaiaoaiaouoaaaouoiauo
0,、いうにとどめた。
1,、イウニトドメタ。
2,iuiooea
0,のドアが距てているため、グレゴールの声の変化は外ではきっと気づかれなかったのだろう。
1,ノドアガ距テテイルタメ、グレゴールノコエノヘンカハソトデハキットキヅカレナカッタノダロウ。
2,ooaaoeeiuaeueouooeoenaaooeaioiuaeaauaoaou
0,のは、母親はこの説明で満足して、足をひきずって立ち去った。
1,ノハ、ハハオヤハコノセツメイデマンゾクシテ、アシヲヒキズッテタチサッタ。
2,oaaaoaaooeueieanouieaioiiuueaiaua
0,、このちょっとした対話によって、グレゴールが期待に反してまだ家にいるのだ、ということが家族のほかの者たちの注意をひいてしまった。
1,、コノチョットシタタイワニヨッテ、グレゴールガキタイニハンシテマダイエニイルノダ、トイウコトガカゾクノホカノモノタチノチュウイヲヒイテシマッタ。
2,ooooiaaiaioeueouaiaiianieaaieiiuoaoiuooaaouooaoooaiouuioiieiaua
0,、早くも父親がわきのドアを、軽くではあるが拳でノックした。
1,、ハヤクモチチオヤガワキノドアヲ、カルクデハアルガコブシデノックシタ。
2,aauoiioaaaiooaoauueaauaouieouia
0,グレゴール、グレゴール」
1,グレゴール、グレゴール」
2,ueouueou
0,、父は叫んだ。
1,、チチハサケンダ。
2,iiaaea
0,いったい、どうしたのだ？」
1,イッタイ、ドウシタノダ？」
2,iaiouiaoa
0,、ちょっとたってから、もっと低い声でもう一度注意するのだった。
1,、チョットタッテカラ、モットヒクイコエデモウイチドチュウイスルノダッタ。
2,ooaeaaooiuioeeouiiouuiuuoaua
0,グレゴール！　グレゴール！」
1,グレゴール！　グレゴール！」
2,ueouueou
0,一つのわきのドアでは、妹が低い声で嘆くようにいった。
1,ヒトツノワキノドアデハ、イモウトガヒクイコエデナゲクヨウニイッタ。
2,iouoaiooaeaiouoaiuioeeaeuouiiua
0,グレゴール、どうしたの？　かげんが悪いの？　何か欲しいものはないの？」
1,グレゴール、ドウシタノ？　カゲンガワルイノ？　ナニカホシイモノハナイノ？」
2,ueououiaoaeaauioaiaoiiooaaio
0,は両方に向っていった。
1,ハリョウホウニムカッテイッタ。
2,aououiuaueiua
0,もうすんだよ」
1,モウスンダヨ」
2,ouuao
0,、発音に大いに気を使い、一つ一つの言葉のあいだに長い間をはさむことによっていっさいの目立つ点を取り除こうと努めた。
1,、ハツオンニオオイニキヲツカイ、ヒトツヒトツノコトバノアイダニナガイマヲハサムコトニヨッテイッサイノメダツテンヲトリノゾコウトツトメタ。
2,auoiooiiiouaiiouiouoooaoaiaiaaiaoaauooioeiaioeaueooiooououoea
0,はそれを聞いて朝食へもどっていったが、妹はささやくのだった。
1,ハソレヲキイテチョウショクヘモドッテイッタガ、イモウトハササヤクノダッタ。
2,aoeoiieououeooueiuaaiouoaaaauoaua
0,グレゴール、開けてちょうだいな。
1,グレゴール、アケテチョウダイナ。
2,ueouaeeouaia
0,、お願い」
1,、オネガイ」
2,oeai
0,、グレゴールはドアを開けることなど考えてもみず、旅に出る習慣から身につけるようになった家でもすべてのドアに夜のあいだ鍵をかけておくという用心をよかったと思った。
1,、グレゴールハドアヲアケルコトナドカンガエテモミズ、タビニデルシュウカンカラミニツケルヨウニナッタイエデモスベテノドアニヨルノアイダカギヲカケテオクトイウヨウジンヲヨカッタトオモッタ。
2,ueouaoaoaeuooaoanaeeoiuaiieuuuaaaiiueuouiauaieeoueeooaiouoaiaaioaeeouoiuouiooauaoooua
0,は、落ちつき払って、だれにもじゃまされずに起き上がり、服を着て、まず何よりさきに朝食を取ろう、それから、はじめてそれからのことを考えようと思ったのだった。
1,ハ、オチツキバラッテ、ダレニモジャマサレズニオキアガリ、フクヲキテ、マズナニヨリサキニチョウショクヲトロウ、ソレカラ、ハジメテソレカラノコトヲカンガエヨウトオモッタノダッタ。
2,aoiuiaaueaeioaaaeuioiaaiuuoieauaioiaiiououooouoeaaaieeoeaaooooanaeouooouaoaua
0,のは、ベッドのなかにいたのでは、あれこれ考えたところで理にかなった結論に到達することはあるまい、とはっきりと気づいたのだった。
1,ノハ、ベッドノナカニイタノデハ、アレコレカンガエタトコロデリニカナッタケツロンニトウタツスルコトハアルマイ、トハッキリトキヅイタノダッタ。
2,oaeooaaiiaoeaaeoeanaeaoooeiiaauaeuoiouauuuooaauaioaiioiuiaoaua
0,までしょっちゅうベッドのなかで、おそらくはまずい寝かたをしたためだろうが、そのために起った軽い痛みを感じた、ということを彼は思い出した。
1,マデショッチュウベッドノナカデ、オソラクハマズイネカタヲシタタメダロウガ、ソノタメニオコッタカルイイタミヲカンジタ、トイウコトヲカレハオモイダシタ。
2,aeouueooaaeooauaauieaaoiaaeaouaooaeioouaauiiaioaniaoiuoooaeaooiaia
0,痛みは、やがて起き上がってみるとまったくの空想だとわかったのだった。
1,イタミハ、ヤガテオキアガッテミルトマッタクノクウソウダトワカッタノダッタ。
2,iaiaaaeoiaaueiuoaauouuouaoaauaoaua
0,、自分のきょうのさまざまな考えごともだんだん消え去ることだろう、と大いに期待した。
1,、ジブンノキョウノサマザマナカンガエゴトモダンダンキエサルコトダロウ、トオオイニキタイシタ。
2,iuoiouoaaaaaanaeoooanaieauooaouoooiiiaiia
0,の変化は旅廻りのセールスマンの職業病であるひどい風邪の前ぶれにすぎないのだ、ということを彼は少しも疑わなかった。
1,ノヘンカハタビマワリノセールスマンノショクギョウビョウデアルヒドイカゼノマエブレニスギナイノダ、トイウコトヲカレハスコシモウタガワナカッタ。
2,oenaaaiaaioeuuaoouououeauioiaeoaeueiuiaioaoiuoooaeauoiouaaaaaua
0,をはねのけるのは、まったく簡単だった。
1,ヲハネノケルノハ、マッタクカンタンダッタ。
2,oaeoeuoaaauanaaua
0,ちょっと腹をふくらませるだけで、ふとんは自然とずり落ちた。
1,チョットハラヲフクラマセルダケデ、フトンハシゼントズリオチタ。
2,ooaaouuaaeuaeeuoaieouioia
0,、そのあとが面倒なことになった。
1,、ソノアトガメンドウナコトニナッタ。
2,ooaoaenouaooiaua
0,理由はことに彼の身体の幅がひどく広かったからだ。
1,リユウハコトニカレノシンタイノハバガヒドクヒロカッタカラダ。
2,iuuaooiaeoinaioaaaiouioauaaaa
0,を起こすためには、手足を使うはずだった。
1,ヲオコスタメニハ、テアシヲツカウハズダッタ。
2,ooouaeiaeaiouauauaua
0,、人間の手足のかわりにたくさんの小さな脚がついていて、それがたえずひどくちがった動きかたをして、おまけにそれらを思うように動かすことができない。
1,、ニンゲンノテアシノカワリニタクサンノチイサナアシガツイテイテ、ソレガタエズヒドクチガッタウゴキカタヲシテ、オマケニソレラヲオモウヨウニウゴカスコトガデキナイ。
2,ineoeaioaaiiauaoiiaaaiauieieoeaaeuiouiauauoiaaoieoaeioeaooououiuoauooaeiai
0,一本の脚を曲げようとすると、最初に起こることは、自分の身体がのびてしまうことだった。
1,イチホンノアシヲマゲヨウトスルト、サイショニオコルコトハ、ジブンノシンタイガノビテシマウコトダッタ。
2,iiooaioaeououuoaioioouooaiuoinaiaoieiauooaua
0,その脚で自分の思うようにすることに成功したかと思うと、そのあいだにほかのすべての脚がまるで解放されたかのように、なんとも工合の悪い大さわぎをやるのだった。
1,ソノアシデジブンノオモウヨウニスルコトニセイコウシタカトオモウト、ソノアイダニホカノスベテノアシガマルデカイホウサレタカノヨウニ、ナントモグアイノワルイオオサワギヲヤルノダッタ。
2,ooaieiuooououiuuooieiouiaaooouoooaiaioaoueeoaiaaueaiouaeaaoouianoouaioauiooaaioauoaua
0,ともかくベッドのなかに意味もなくとどまっていないことだ」
1,トモカクベッドノナカニイミモナクトドマッテイナイコトダ」
2,ooaueooaaiiioauooaueiaiooa
0,、グレゴールは自分に言い聞かせた。
1,、グレゴールハジブンニイイキカセタ。
2,ueouaiuiiiiaea
0,彼は身体の下の部分を動かしてベッドから出ようとしたが、まだ自分で見てもいないし、正しい想像をめぐらすこともできないでいるこの下半身の部分は、ひどく動かすことがむずかしいとわかった。
1,カレハシンタイノシタノブブンヲウゴカシテベッドカラデヨウトシタガ、マダジブンデミテモイナイシ、タダシイソウゾウヲメグラスコトモデキナイデイルコノカハンシンノブブンハ、ヒドクウゴカスコトガムズカシイトワカッタ。
2,aeainaioiaouuouoaieeoaaeouoiaaaaiueieoiaiiaaiiououoeuauoooeiaieiuooaaniouuaiouuoauooauuaiioaaua
0,はのろのろ進むだけだった。
1,ハノロノロススムダケダッタ。
2,aoooouuuaeaua
0,、まるで半狂乱になって、力をこめ、むちゃくちゃに身体を前へ突き出したが、方角を誤ってしまい、足のほうのベッド柱にはげしくぶつかり、そのとき感じた痛みで、まさに自分の身体の下の部分が今のところいちばん敏感な部分なのだ、ということがわかった。
1,、マルデハンキョウランニナッテ、チカラヲコメ、ムチャクチャニシンタイヲマエヘツキダシタガ、ホウガクヲアヤマッテシマイ、アシノホウノベッドバシラニハゲシクブツカリ、ソノトキカンジタイタミデ、マサニジブンノシンタイノシタノブブンガイマノトコロイチバンビンカンナブブンナノダ、トイウコトガワカッタ。
2,aueaiouaiaueiaaooeuauaiinaioaeeuiaiaaouauoaaaueiaiaioouoeoaiaiaeiuuuaioooianiaiaieaaiiuoinaioiaouuaiaooooiiainaauuaoaoiuooaaaua
