,0
0,そこで仕方がございませんから、まず一休み休むつもりで、糸の中途にぶら下りながら、遥かに目の下を見下しました
1,ソコデシカタガゴザイマセンカラ、マズヒトヤスミヤスムツモリデ、イトノチュウトニブラオリナガラ、ハルカニメノシタヲミクダシマシタ
2,ooeiaaaoaiaeaaauioauiauuuoieioouuoiuaoiaaaauaieoiaoiuaiaia
0,すると、一生懸命にのぼった甲斐があって、さっきまで自分がいた血の池は、今ではもう暗の底にいつの間にかかくれて居ります
1,スルト、イッショウケンメイニノボッタカイガアッテ、サッキマデジブンガイタチノイケハ、イマデハモウクラノソコニイツノマニカカクレテオリマス
2,uuoioueneiioouaaiaaueaiaeiuaiaioieaiaeaouuaoooiiuoaiaaueeoiau
0,それからあのぼんやり光っている恐しい針の山も、足の下になってしまいました
1,ソレカラアノボンヤリヒカッテイルコワシイハリノヤマモ、アシノシタニナッテシマイマシタ
2,oeaaaoonaiiaueiuoaiiaioaaoaioiaiaueiaiaia
0,この分でのぼって行けば、地獄からぬけ出すのも、存外わけがないかも知れません
1,コノブンデノボッテイケバ、ジゴクカラヌケダスノモ、ゾンガイワケガナイカモシレマセン
2,ooueooueieaiouaaueauooonaiaeaaiaoieae
0,陀多は両手を蜘蛛の糸にからみながら、ここへ来てから何年にも出した事のない声で、「しめた
1,陀多ハリョウテヲクモノイトニカラミナガラ、ココヘキテカラナンネンニモダシタコトノナイコエデ、「シメタ
2,aaaoueouooioiaaiaaaooeieaaaeioaiaoooaioeeiea
0,しめた
1,シメタ
2,iea
0,」と笑いました
1,」トワライマシタ
2,oaaiaia
0,ところがふと気がつきますと、蜘蛛の糸の下の方には、数限もない罪人たちが、自分ののぼった後をつけて、まるで蟻の行列のように、やはり上へ上へ一心によじのぼって来るではございませんか
1,トコロガフトキガツキマスト、クモノイトノシタノホウニハ、スウゲンモナイザイニンタチガ、ジブンノノボッタノチヲツケテ、マルデアリノギョウレツノヨウニ、ヤハリウエヘウエヘイッシンニヨジノボッテクルデハゴザイマセンカ
2,oooauoiauiauouooiooiaoouiauueoaiaiiaiaiuooouaoioueeaueaiooueuoouiaaiueeueeiiioiooueuueaoaiaea
0,陀多はこれを見ると、驚いたのと恐しいのとで、しばらくはただ、莫迦のように大きな口を開いたまま、眼ばかり動かして居りました
1,陀多ハコレヲミルト、オドロイタノトコワシイノトデ、シバラクハタダ、バカノヨウニオオキナクチヲヒライタママ、メバカリウゴカシテオリマシタ
2,aaaoeoiuooooiaoooaiiooeiaauaaaaaoouiooiauioiaiaaaeaaiuoaieoiaia
0,自分一人でさえ断れそうな、この細い蜘蛛の糸が、どうしてあれだけの人数の重みに堪える事が出来ましょう
1,ジブンイチニンデサエコトワレソウナ、コノホソイクモノイトガ、ドウシテアレダケノニンズウノオモミニコタエルコトガデキマショウ
2,iuiiieaeooaeouaooooiuooioaouieaeaeoinuuoooiioaeuooaeiaou
0,もし万一途中で断れたと致しましたら、折角ここへまでのぼって来たこの肝腎な自分までも、元の地獄へ逆落しに落ちてしまわなければなりません
1,モシマンイチトチュウデコトワレタトイタシマシタラ、セッカクココヘマデノボッテキタコノカンジンナジブンマデモ、モトノジゴクヘサカオトシニオチテシマワナケレバナリマセン
2,oiaiiouueooaeaoiaiaiaaeauooeaeooueiaooaniaiuaeooooioueaaooiioieiaaaeeaaiae
0,そんな事があったら、大変でございます
1,ソンナコトガアッタラ、タイヘンデゴザイマス
2,onaooaauaaaieeoaiau
0,が、そう云う中にも、罪人たちは何百となく何千となく、まっ暗な血の池の底から、うようよと這い上って、細く光っている蜘蛛の糸を、一列になりながら、せっせとのぼって参ります
1,ガ、ソウイウナカニモ、ザイニンタチハナニヒャクトナクナンセントナク、マックラナチノイケノソコカラ、ウヨウヨトハイノボッテ、ホソクヒカッテイルクモノイトヲ、イチレツニナリナガラ、セッセトノボッテマイリマス
2,aouiuaaioaiiaiaaiauoauaeoauauaaioieoooaauouooaiooueoouiaueiuuooiooiieuiaiaaaeeoooueaiiau
0,今の中にどうかしなければ、糸はまん中から二つに断れて、落ちてしまうのに違いありません
1,イマノナカニドウカシナケレバ、イトハマンナカカラフタツニコトワレテ、オチテシマウノニチガイアリマセン
2,iaoaaiouaiaeeaioaanaaaauauiooaeeoieiauoiiaiaiae
0,そこで陀多は大きな声を出して、「こら、罪人ども
1,ソコデ陀多ハオオキナコエヲダシテ、「コラ、ザイニンドモ
2,ooeaaaooiaoeoaieoaaiioo
0,この蜘蛛の糸は己のものだぞ
1,コノクモノイトハオノレノモノダゾ
2,oouooioaooeoooao
0,お前たちは一体誰に尋いて、のぼって来た
1,オマエタチハイッタイダレニヒロイテ、ノボッテキタ
2,oaeaiaiaiaeiioieooueia
0,下りろ
1,オリロ
2,oio
0,下りろ
1,オリロ
2,oio
0,」と喚きました
1,」トワメキマシタ
2,oaeiaia
0,その途端でございます
1,ソノトタンデゴザイマス
2,oooaeoaiau
0,今まで何ともなかった蜘蛛の糸が、急に陀多のぶら下っている所から、ぷつりと音を立てて断れました
1,イママデナントモナカッタクモノイトガ、キュウニ陀多ノブラクダッテイルトコロカラ、ぷつりとオンヲタテテコトワレマシタ
2,iaaeanooaauauooioaiuuiaaouauaueiuoooaauuioooaeeooaeaia
0,ですから陀多もたまりません
1,デスカラ陀多モタマリマセン
2,euaaaaoaaiae
0,あっと云う間もなく風を切って、独楽のようにくるくるまわりながら、見る見る中に暗の底へ、まっさかさまに落ちてしまいました
1,アットイウマモナクカゼヲキッテ、コマノヨウニクルクルマワリナガラ、ミルミルナカニクラノソコヘ、マッサカサマニオチテシマイマシタ
2,aoiuaoauaeoiueoaoouiuuuuaaiaaaiuiuaaiuaoooeaaaaaioieiaiaia
0,後にはただ極楽の蜘蛛の糸が、きらきらと細く光りながら、月も星もない空の中途に、短く垂れているばかりでございます
1,ゴニハタダゴクラクノクモノイトガ、キラキラトホソクヒカリナガラ、ツキモホシモナイソラノチュウトニ、ミジカクシダレテイルバカリデゴザイマス
2,oiaaaouauouooioaiaiaooouiaiaaauiooioaioaouuoiiiauiaeeiuaaieoaiau
0,三御釈迦様は極楽の蓮池のふちに立って、この一部始終をじっと見ていらっしゃいましたが、やがて陀多が血の池の底へ石のように沈んでしまいますと、悲しそうな御顔をなさりながら、またぶらぶら御歩きになり始めました
1,サンオシャカサマハゴクラクノハスイケノフチニタッテ、コノイチブシジュウヲジットミテイラッシャイマシタガ、ヤガテ陀多ガチノイケノソコヘイシノヨウニシズンデシマイマスト、カナシソウナゴカオヲナサリナガラ、マタブラブラゴアルキニナリハジメマシタ
2,aoaaaaaouauoauieouiiaueooiiuiuuoioieiaaiaiaaaaeaaaioieoooeiioouiiueiaiauoaaiouaoaooaaiaaaaauauaoauiiaiaieaia
0,自分ばかり地獄からぬけ出そうとする、陀多の無慈悲な心が、そうしてその心相当な罰をうけて、元の地獄へ落ちてしまったのが、御釈迦様の御目から見ると、浅間しく思召されたのでございましょう
1,ジブンバカリジゴクカラヌケダソウトスル、陀多ノムジヒナココロガ、ソウシテソノココロソウトウナバッヲウケテ、モトノジゴクヘオチテシマッタノガ、オシャカサマノゴメカラミルト、アサマシクオボシメサレタノデゴザイマショウ
2,iuaaiiouaaueaououuaaouiiaoooaouieoooooououaauoueeoooioueoieiauaoaoaaaaooeaaiuoaaaiuooieaeaoeoaiaou
0,しかし極楽の蓮池の蓮は、少しもそんな事には頓着致しません
1,シカシゴクラクノハスイケノハチスハ、スコシモソンナコトニハトンジャクイタシマセン
2,iaiouauoauieoaiuauoioonaooiaonauiaiae
0,その玉のような白い花は、御釈迦様の御足のまわりに、ゆらゆら萼を動かして、そのまん中にある金色の蕊からは、何とも云えない好い匂が、絶間なくあたりへ溢れて居ります
1,ソノタマノヨウナシロイハナハ、オシャカサマノオアシノマワリニ、ユラユラガクヲウゴカシテ、ソノマンナカニアルキンイロノシベカラハ、ナントモイエナイヨイニオイガ、タエマナクアタリヘアフレテオリマス
2,ooaaoouaioiaaaoaaaaooaioaaiiuauaauouoaieooanaaiauiniooieaaaanooieaioiioiaaeaauaaieaueeoiau
0,極楽ももう午に近くなったのでございましょう
1,ゴクラクモモウウマニチカクナッタノデゴザイマショウ
2,ouauoouuaiiauauaoeoaiaou
