,0
2,iaaaouiooanaaiaueooenuoaaoiaauoieoaaai
0,こっちの方はレンズが薄いのでわずかの光る粒すなわち星しか見えないでしょう
1,コッチノホウハレンズガウスイノデワズカノヒカルツブスナワチホシシカミエナイデショウ
2,oioouaenuauuioeauaoiauuuuaaioiiaieaieou
0,こっちやこっちの方はガラスが厚いので、光る粒すなわち星がたくさん見えその遠いのはぼうっと白く見えるという、これがつまり今日の銀河の説なのです
1,コッチヤコッチノホウハガラスガアツイノデ、ヒカルツブスナワチホシガタクサンミエソノトオイノハボウットシロクミエルトイウ、コレガツマリキョウノギンガノセツナノデス
2,oiaoioouaaauaauioeiauuuuaaioiaauaieooooioaouoiouieuoiuoeauaiiouoinaoeuaoeu
0,そんならこのレンズの大きさがどれくらいあるか、またその中のさまざまの星についてはもう時間ですから、この次の理科の時間にお話します
1,ソンナラコノレンズノオオキサガドレクライアルカ、マタソノナカノサマザマノホシニツイテハモウジカンデスカラ、コノツギノリカノジカンニオハナシシマス
2,oaaooenuoooiaaoeuaiauaaaooaaoaaaaooiiuieaouiaeuaaoouioiaoiaioaaiiau
0,では今日はその銀河のお祭りなのですから、みなさんは外へでてよくそらをごらんなさい
1,デハキョウハソノギンガノオマツリナノデスカラ、ミナサンハソトヘデテヨクソラヲゴランナサイ
2,eaiouaooinaooauiaoeuaaiaaaooeeeouoaooaaai
0,ではここまでです
1,デハココマデデス
2,eaooaeeu
0,本やノートをおしまいなさい」そして教室じゅうはしばらく机の蓋をあけたりしめたり本を重ねたりする音がいっぱいでしたが、まもなくみんなはきちんと立って礼をすると教室を出ました
1,ホンヤノートヲオシマイナサイ」ソシテキョウシツジュウハシバラクツクエノブタヲアケタリシメタリホンヲカサネタリスルオトガイッパイデシタガ、マモナクミンナハキチントタッテレイヲスルトキョウシツヲデマシタ
2,oaooooiaiaaioieiouiuuuaiaauuueouaoaeaiieaiooaaeaiuuooaiaieiaaaoauinaaiinoaueeiouuoiouiuoeaia
0,二　活版所ジョバンニが学校の門を出るとき、同じ組の七、八人は家へ帰らずカムパネルラをまん中にして校庭の隅の桜の木のところに集まっていました
1,ニ　カッパンショジョバンニガガッコウノモンヲデルトキ、オナジグミノナナ、ハチニンハイエヘカエラズカムパネルラヲマンナカニシテコウテイノスミノサクラノキノトコロニアツマッテイマシタ
2,iaaooaniaaouoooeuoioaiuioaaaiiaieeaeauauaeuaoanaaiieoueiouioauaoiooooiauaueiaia
0,それはこんやの星祭りに青いあかりをこしらえて川へ流す烏瓜を取りに行く相談らしかったのです
1,ソレハコンヤノホシマツリニアオイアカリヲコシラエテカワヘナガスカラスウリヲトリニイクソウダンラシカッタノデス
2,oeaonaooiauiiaoiaaiooiaeeaaeaauaauuiooiiiuouaaiauaoeu
0,けれどもジョバンニは手を大きく振ってどしどし学校の門を出て来ました
1,ケレドモジョバンニハテヲオオキクフッテドシドシガッコウノモンヲデテキマシタ
2,eeoooaniaeoooiuuueoioiaouoooeeiaia
0,すると町の家々ではこんやの銀河の祭りにいちいの葉の玉をつるしたり、ひのきの枝にあかりをつけたり、いろいろしたくをしているのでした
1,スルトマチノイエイエデハコンヤノギンガノマツリニイチイノハノタマヲツルシタリ、ヒノキノエダニアカリヲツケタリ、イロイロシタクヲシテイルノデシタ
2,uuoaioieieeaonaoinaoauiiiiioaoaaouuiaiioioeaiaaioueaiioioiauoieiuoeia
0,家へは帰らずジョバンニが町を三つ曲がってある大きな活版所にはいって靴をぬいで上がりますと、突き当たりの大きな扉をあけました
1,イエヘハカエラズジョバンニガマチヲミッツマガッテアルオオキナカッパンショニハイッテクツヲヌイデアガリマスト、ツキアタリノオオキナトビラヲアケマシタ
2,ieeaaeauoaniaaioiuaaueauooiaaaoiaiueuuouieaaiauouiaaioooiaoiaoaeaia
0,中にはまだ昼なのに電燈がついて、たくさんの輪転機がばたりばたりとまわり、きれで頭をしばったりラムプシェードをかけたりした人たちが、何か歌うように読んだり数えたりしながらたくさん働いておりました
1,チュウニハマダヒルナノニデン燈ガツイテ、タクサンノリンテンキガバタリバタリトマワリ、キレデアタマヲシバッタリラムプシェードヲカケタリシタヒトタチガ、ナニカウタウヨウニヨンダリカゾエタリシナガラタクサンハタライテオリマシタ
2,uuiaaaiuaoieouauieauaoineiaaaiaaioaaiieeaaaoiauaiauuieooaeaiiaioaiaaiauauouioaiaoeaiiaaaauaaaaieoiaia
0,ジョバンニはすぐ入口から三番目の高い卓子にすわった人の所へ行っておじぎをしました
1,ジョバンニハスグイリクチカラサンバンメノタカイタカコニスワッタヒトノトコロヘイッテオジギヲシマシタ
2,oaniauuiiuiaaaaneoaaiaaoiuauaioooooeiueoiioiaia
0,その人はしばらく棚をさがしてから、「これだけ拾って行けるかね」と言いながら、一枚の紙切れを渡しました
1,ソノヒトハシバラクタナヲサガシテカラ、「コレダケヒロッテイケルカネ」トイイナガラ、イチマイノカミキレヲワタシマシタ
2,ooioaiaauaaoaaieaaoeaeioueieuaeoiiaaaiiaioaiieoaaiaia
0,ジョバンニはその人の卓子の足もとから一つの小さな平たい函をとりだして向こうの電燈のたくさんついた、たてかけてある壁の隅の所へしゃがみ込むと、小さなピンセットでまるで粟粒ぐらいの活字を次から次へと拾いはじめました
1,ジョバンニハソノヒトノタカコノアシモトカラヒトツノチイサナヒラタイハコヲトリダシテムコウノデン燈ノタクサンツイタ、タテカケテアルカベノスミノトコロヘシャガミコムト、チイサナピンセットデマルデアワツブグライノカツジヲツギカラツギヘトヒロイハジメマシタ
2,oaniaooiooaaooaiooaaiouoiiaaiaaiaoooiaieuouoeouoauauiaaeaeeauaeouiooooeaaiouoiiaaineoeaueaauuuaioauiouiaauieoioiaieaia
0,青い胸あてをした人がジョバンニのうしろを通りながら、「よう、虫めがね君、お早う」と言いますと、近くの四、五人の人たちが声もたてずこっちも向かずに冷たくわらいました
1,アオイムネアテヲシタヒトガジョバンニノウシロヲトオリナガラ、「ヨウ、ムシメガネクン、オハヨウ」トイイマスト、チカクノヨン、ゴニンノヒトタチガコエモタテズコッチモムカズニツメタクワライマシタ
2,aoiueaeoiaioaoaniouiooooiaaaouuieaeuoaouoiiauoiauoooioioaiaoeoaeuoiouauiueauaaiaia
0,ジョバンニは何べんも眼をぬぐいながら活字をだんだんひろいました
1,ジョバンニハナニベンモメヲヌグイナガラカツジヲダンダンヒロイマシタ
2,oaniaaieoeouuiaaaauioanaioiaia
0,六時がうってしばらくたったころ、ジョバンニは拾った活字をいっぱいに入れた平たい箱をもういちど手にもった紙きれと引き合わせてから、さっきの卓子の人へ持って来ました
1,ロクジガウッテシバラクタッタコロ、ジョバンニハヒロッタカツジヲイッパイニイレタヒラタイハコヲモウイチドシュニモッタカミキレトヒキアワセテカラ、サッキノタカコノヒトヘモッテキマシタ
2,ouiauueiaauauaoooaniaiouaauioiaiiieaiaaiaooouiiouiouaaiieoiiaaeeaaaioaaooioeoueiaia
0,その人は黙ってそれを受け取ってかすかにうなずきました
1,ソノヒトハダマッテソレヲウケトッテカスカニウナズキマシタ
2,ooioaaaueoeoueoueauaiuauiaia
0,ジョバンニはおじぎをすると扉をあけて計算台のところに来ました
1,ジョバンニハオジギヲスルトトビラヲアケテケイサンダイノトコロニキマシタ
2,oaniaoiiouuooiaoaeeeiaaiooooiiaia
0,すると白服を着た人がやっぱりだまって小さな銀貨を一つジョバンニに渡しました
1,スルトシロフクヲキタヒトガヤッパリダマッテチイサナギンカヲヒトツジョバンニニワタシマシタ
2,uuoiouuoiaioaaaiaaueiiaainaoiouoaniiaaiaia
0,ジョバンニはにわかに顔いろがよくなって威勢よくおじぎをすると、台の下に置いた鞄をもっておもてへ飛びだしました
1,ジョバンニハニワカニカオイロガヨクナッテイセイヨクオジギヲスルト、ダイノシタニオイタカバンヲモッテオモテヘトビダシマシタ
2,oaniaiaaiaoioaouaueieiouoiiouuoaioiaioiaaaooueooeeoiaiaia
0,それから元気よく口笛を吹きながらパン屋へ寄ってパンの塊を一つと角砂糖を一袋買いますといちもくさんに走りだしました
1,ソレカラゲンキヨククチブエヲフキナガラパンヤヘヨッテパンノカタマリヲヒトツトカクザトウヲイチフクロカイマストイチモクサンニハシリダシマシタ
2,oeaaeniouuiueouiaaaaaeoueaoaaaioiouoauaouoiiuuoaiauoiiouaiaiiaiaia
0,三　家ジョバンニが勢いよく帰って来たのは、ある裏町の小さな家でした
1,サン　イエジョバンニガイキオイヨクカエッテキタノハ、アルウラマチノチイサナイエデシタ
2,aieoaniaiioiouaeueiaoaauuaaioiiaaieeia
0,その三つならんだ入口のいちばん左側には空箱に紫いろのケールやアスパラガスが植えてあって小さな二つの窓には日覆いがおりたままになっていました
1,ソノミッツナランダイリクチノイチバンヒダリガワニハソラバコニムラサキイロノケールヤアスパラガスガウエテアッテチイサナフタツノマドニハヒオオイガオリタママニナッテイマシタ
2,ooiuaaaiiuioiiaiaiaaiaoaaoiuaaiiooeuaauaaauaueeaueiiaauauoaoiaiooiaoiaaaiaueiaia
0,「お母さん、いま帰ったよ
1,「オカアサン、イマカエッタヨ
2,oaaaiaaeuao
0,ぐあい悪くなかったの」ジョバンニは靴をぬぎながら言いました
1,グアイワルクナカッタノ」ジョバンニハクツヲヌギナガライイマシタ
2,uaiauuaauaooaniauuouiaaaiiaia
0,「ああ、ジョバンニ、お仕事がひどかったろう
1,「アア、ジョバンニ、オシゴトガヒドカッタロウ
2,aaoanioiooaioauaou
0,今日は涼しくてね
1,キョウハスズシクテネ
2,iouauuiuee
0,わたしはずうっとぐあいがいいよ」ジョバンニは玄関を上がって行きますとジョバンニのお母さんがすぐ入口の室に白い巾をかぶって寝んでいたのでした
1,ワタシハズウットグアイガイイヨ」ジョバンニハゲンカンヲアガッテイキマストジョバンニノオカアサンガスグイリクチノシツニシロイハバヲカブッテネンデイタノデシタ
2,aaiauuouaiaiiooaniaenaoaaueiiauooaniooaaaauuiiuioiuiioiaaoauueeeiaoeia
0,ジョバンニは窓をあけました
1,ジョバンニハマドヲアケマシタ
2,oaniaaooaeaia
0,「お母さん、今日は角砂糖を買ってきたよ
1,「オカアサン、キョウハカクザトウヲカッテキタヨ
2,oaaaiouaauaouoaueiao
0,牛乳に入れてあげようと思って」「ああ、お前さきにおあがり
1,ギュウニュウニイレテアゲヨウトオモッテ」「アア、オマエサキニオアガリ
2,iuunuuiieeaeouoooueaaoaeaiioaai
0,あたしはまだほしくないんだから」「お母さん
1,アタシハマダホシクナインダカラ」「オカアサン
2,aaiaaaoiuaiaaaoaaa
0,姉さんはいつ帰ったの」「ああ、三時ころ帰ったよ
1,ネエサンハイツカエッタノ」「アア、サンジコロカエッタヨ
2,eeaaiuaeuaoaaaiooaeuao
0,みんなそこらをしてくれてね」「お母さんの牛乳は来ていないんだろうか」「来なかったろうかねえ」「ぼく行ってとって来よう」「ああ、あたしはゆっくりでいいんだからお前さきにおあがり、姉さんがね、トマトで何かこしらえてそこへ置いて行ったよ」「ではぼくたべよう」ジョバンニは［＃「　ジョバンニは」は底本では「「ジョバンニは」］窓のところからトマトの皿をとってパンといっしょにしばらくむしゃむしゃたべました
1,ミンナソコラヲシテクレテネ」「オカアサンノギュウニュウハキテイナインダロウカ」「コナカッタロウカネエ」「ボクオコナッテトッテコヨウ」「アア、アタシハユックリデイインダカラオマエサキニオアガリ、ネエサンガネ、トマトデナニカコシラエテソコヘオイテイッタヨ」「デハボクタベヨウ」ジョバンニハ［＃「　ジョバンニハ」ハテイホンデハ「「ジョバンニハ」］マドノトコロカラトマトノサラヲトッテパントイッショニシバラクムシャムシャタベマシタ
2,inaooaoieueeeoaaaoiuunuuaieiaiaouaoaauaouaeeouooaueoueoouaaaaiauuieiiaaaoaeaiioaaieeaaeoaoeaiaoiaeeooeoieiuaoeaouaeouoaniaoaniaaeioeaoaniaaoooooaaoaooaaooueaoioiiaauuauaaeaia
0,「ねえお母さん
1,「ネエオカアサン
2,eeoaaa
0,ぼくお父さんはきっとまもなく帰ってくると思うよ」「ああ、あたしもそう思う
1,ボクオトウサンハキットマモナクカエッテクルトオモウヨ」「アア、アタシモソウオモウ
2,ouoouaaioaoauaeueuuooouoaaaaioouoou
0,けれどもおまえはどうしてそう思うの」「だって今朝の新聞に今年は北の方の漁はたいへんよかったと書いてあったよ」「ああだけどねえ、お父さんは漁へ出ていないかもしれない」「きっと出ているよ
1,ケレドモオマエハドウシテソウオモウノ」「ダッテケサノシンブンニコトシハキタノカタノリョウハタイヘンヨカッタトカイテアッタヨ」「アアダケドネエ、オトウサンハリョウヘデテイナイカモシレナイ」「キットデテイルヨ
2,eeoooaeaouieouoouoaeeaoinuiooiaiaoaaoouaaieoauaoaieauaoaaaeoeeoouaaoueeeiaiaoieaiioeeiuo
0,お父さんが監獄へはいるようなそんな悪いことをしたはずがないんだ
1,オトウサンガカンゴクヘハイルヨウナソンナワルイコトヲシタハズガナインダ
2,oouaaanoueaiuouaonaauioooiaauaaia
0,この前お父さんが持ってきて学校へ寄贈した巨きな蟹の甲らだのとなかいの角だの今だってみんな標本室にあるんだ
1,コノゼンオトウサンガモッテキテガッコウヘキゾウシタ巨キナカニノコウラダノトナカイノカクダノイマダッテミンナヒョウホンシツニアルンダ
2,ooeoouaaoueieaoueiouiaoiaaioouaaooaaioauaoiaaeinaouoiuiaua
0,六年生なんか授業のとき先生がかわるがわる教室へ持って行くよ」「お父さんはこの次はおまえにラッコの上着をもってくるといったねえ」「みんながぼくにあうとそれを言うよ
1,ロクネンセイナンカジュギョウノトキセンセイガカワルガワルキョウシツヘモッテイクヨ」「オトウサンハコノツギハオマエニラッコノウワギヲモッテクルトイッタネエ」「ミンナガボクニアウトソレヲイウヨ
2,oueneianauouooieneiaaauaauiouiueoueiuooouaaoouiaoaeiaoouaiooueuuoiaeeinaaouiauooeoiuo
0,ひやかすように言うんだ」「おまえに悪口を言うの」「うん、けれどもカムパネルラなんか決して言わない
1,ヒヤカスヨウニイウンダ」「オマエニワルグチヲイウノ」「ウン、ケレドモカムパネルラナンカケッシテイワナイ
2,iaauouiiuaoaeiauuioiuoueeooauaeuaanaeieiaai
0,カムパネルラはみんながそんなことを言うときはきのどくそうにしているよ」「カムパネルラのお父さんとうちのお父さんとは、ちょうどおまえたちのように小さいときからのお友達だったそうだよ」「ああだからお父さんはぼくをつれてカムパネルラのうちへもつれて行ったよ
1,カムパネルラハミンナガソンナコトヲイウトキハキノドクソウニシテイルヨ」「カムパネルラノオトウサントウチノオトウサントハ、チョウドオマエタチノヨウニチイサイトキカラノオトモダチダッタソウダヨ」「アアダカラオトウサンハボクヲツレテカムパネルラノウチヘモツレテイッタヨ
2,auaeuaainaaonaoooiuoiaioououiieiuoauaeuaooouaouiooouaoaouooaeaioouiiiaioiaaooooaiauaouaoaaaaaoouaaououeeauaeuaouieoueeiuao
0,あのころはよかったなあ
1,アノコロハヨカッタナア
2,aoooaoauaaa
0,ぼくは学校から帰る途中たびたびカムパネルラのうちに寄った
1,ボクハガッコウカラカエルトチュウタビタビカムパネルラノウチニヨッタ
2,ouaaouaaaeuouuaiaiauaeuaouiioua
0,カムパネルラのうちにはアルコールランプで走る汽車があったんだ
1,カムパネルラノウチニハアルコールランプデハシルキシャガアッタンダ
2,auaeuaouiiaauouanueaiuiaaauaa
0,レールを七つ組み合わせるとまるくなってそれに電柱や信号標もついていて信号標のあかりは汽車が通るときだけ青くなるようになっていたんだ
1,レールヲナナツクミアワセルトマルクナッテソレニデンチュウヤシンゴウシルベモツイテイテシンゴウシルベノアカリハキシャガトオルトキダケアオクナルヨウニナッテイタンダ
2,euoaauuiaaeuoauuaueoeienuuainouiueouieieinouiueoaaiaiaaoouoiaeaouauouiaueiaa
0,いつかアルコールがなくなったとき石油をつかったら、缶がすっかりすすけたよ」「そうかねえ」「いまも毎朝新聞をまわしに行くよ
1,イツカアルコールガナクナッタトキセキユヲツカッタラ、カンガスッカリススケタヨ」「ソウカネエ」「イマモマイアサシンブンヲマワシニイクヨ
2,iuaauouaauauaoieiuouauaaaauaiuueaoouaeeiaoaiaainuoaaiiiuo
0,けれどもいつでも家じゅうまだしいんとしているからな」「早いからねえ」「ザウエルという犬がいるよ
1,ケレドモイツデモイエジュウマダシイントシテイルカラナ」「ハヤイカラネエ」「ザウエルトイウイヌガイルヨ
2,eeooiueoieuuaaiinoieiuaaaaaiaaeeaueuoiuiuaiuo
0,しっぽがまるで箒のようだ
1,シッポガマルデホウキノヨウダ
2,ioaaueouiooua
0,ぼくが行くと鼻を鳴らしてついてくるよ
1,ボクガイクトハナヲナラシテツイテクルヨ
2,ouaiuoaaoaaieuieuuo
0,ずうっと町の角までついてくる
1,ズウットマチノカクマデツイテクル
2,uuoaioauaeuieuu
0,もっとついてくることもあるよ
1,モットツイテクルコトモアルヨ
2,oouieuuoooauo
0,今夜はみんなで烏瓜のあかりを川へながしに行くんだって
1,コンヤハミンナデカラスウリノアカリヲカワヘナガシニイクンダッテ
2,onaainaeaauuioaaioaaeaaiiiuae
0,きっと犬もついて行くよ」「そうだ
1,キットイヌモツイテイクヨ」「ソウダ
2,ioiuouieiuooua
0,今晩は銀河のお祭りだねえ」「うん
1,コンバンハギンガノオマツリダネエ」「ウン
2,onaainaooauiaeeu
0,ぼく牛乳をとりながら見てくるよ」「ああ行っておいで
