,0
2,aeauaieiieoueuoinouooeiuauauaoaaiaueieauoeoaiaia
0,都の噂、旧友の消息、袁が現在の地位、それに対する李徴の祝辞
1,トノウワサ、キュウユウノショウソク、袁ガゲンザイノチイ、ソレニタイスルリシルシノシュクジ
2,oouaaiuuuuoououeaenaioiioeiaiuuiiuiouui
0,青年時代に親しかった者同志の、あの隔てのない語調で、それ等が語られた後、袁は、李徴がどうして今の身となるに至ったかを訊ねた
1,セイネンジダイニシタシカッタモノドウシノ、アノヘダテノナイゴチョウデ、ソレトウガカタラレタノチ、袁ハ、リチョウガドウシテイマノミトナルニイタッタカヲタズネタ
2,eieiaiiiaiauaooouioaoeaeoaiooueoeouaaaaeaoieaiouaouieiaoioauiiauaaoauea
0,草中の声は次のように語った
1,クサチュウノコエハツギノヨウニカタッタ
2,uauuooeauioouiaaua
0,今から一年程前、自分が旅に出て汝水のほとりに泊った夜のこと、一睡してから、ふと眼を覚ますと、戸外で誰かが我が名を呼んでいる
1,イマカライチネンホドマエ、ジブンガタビニデテナンジスイノホトリニトマッタヨルノコト、イッスイシテカラ、フトメヲサマスト、コガイデダレカガワガナヲヨンデイル
2,iaaaiieooaeiuaaiieeaniuioooiioauaouoooiuiieaauoeoaauooaieaeaaaaaooeiu
0,声に応じて外へ出て見ると、声は闇の中から頻りに自分を招く
1,コエニオウジテソトヘデテミルト、コエハヤミノナカカラシキリニジブンヲマネク
2,oeiouieooeeeiuooeaaioaaaaiiiiiuoaeu
0,覚えず、自分は声を追うて走り出した
1,オボエズ、ジブンハコエヲオウテハシリダシタ
2,ooeuiuaoeooueaiiaia
0,無我夢中で駈けて行く中に、何時しか途は山林に入り、しかも、知らぬ間に自分は左右の手で地を攫んで走っていた
1,ムガムチュウデカケテイクナカニ、イツシカトハサンリンニハイリ、シカモ、シラヌマニジブンハサユウノテデチヲツカンデハシッテイタ
2,uauuueaeeiuaaiiuiaoaaniiaiiiaoiauaiiuaauuoeeiouaeaiueia
0,何か身体中に力が充ち満ちたような感じで、軽々と岩石を跳び越えて行った
1,ナニカシンタイチュウニチカラガミチミチタヨウナカンジデ、カルガルトガンセキヲトビコエテイッタ
2,aiainaiuuiiaaaiiiiaouaanieauauoaneiooioeeiua
0,気が付くと、手先や肱のあたりに毛を生じているらしい
1,キガツクト、テサキヤヒジノアタリニケヲショウジテイルラシイ
2,iauuoeaiaiioaaiieoouieiuaii
0,少し明るくなってから、谷川に臨んで姿を映して見ると、既に虎となっていた
1,ショウシアカルクナッテカラ、タニガワニノゾンデスガタヲウツシテミルト、スデニトラトナッテイタ
2,ouiaauuaueaaaiaaiooeuaaouuieiuoueioaoaueia
0,自分は初め眼を信じなかった
1,ジブンハハジメメヲシンジナカッタ
2,iuaaieeoiniaaua
0,次に、これは夢に違いないと考えた
1,ツギニ、コレハユメニチガイナイトカンガエタ
2,uiioeaueiiaiaioanaea
0,夢の中で、これは夢だぞと知っているような夢を、自分はそれまでに見たことがあったから
1,ユメノナカデ、コレハユメダゾトシッテイルヨウナユメヲ、ジブンハソレマデニミタコトガアッタカラ
2,ueoaaeoeaueaooiueiuouaueoiuaoeaeiiaooaauaaa
0,どうしても夢でないと悟らねばならなかった時、自分は茫然とした
1,ドウシテモユメデナイトサトラネバナラナカッタトキ、ジブンハボウゼントシタ
2,ouieoueeaioaoaeaaaaauaoiiuaoueoia
0,そうして懼れた
1,ソウシテ懼レタ
2,ouieuea
0,全く、どんな事でも起り得るのだと思うて、深く懼れた
1,マッタク、ドンナコトデモオコリエルノダトオモウテ、フカク懼レタ
2,aauonaooeoooieuoaoooueuauuea
0,しかし、何故こんな事になったのだろう
1,シカシ、ナゼコンナジニナッタノダロウ
2,iaiaeonaiiauaoaou
0,分らぬ
1,ワカラヌ
2,aaau
0,全く何事も我々には判らぬ
1,マッタクナニゴトモワレワレニハワカラヌ
2,aauaioooaeaeiaaaau
0,理由も分らずに押付けられたものを大人しく受取って、理由も分らずに生きて行くのが、我々生きもののさだめだ
1,リユウモワカラズニオシツケラレタモノヲオトナシクウケトッテ、リユウモワカラズニイキテイクノガ、ワレワレイキモノノサダメダ
2,iuuoaaauioiueaeaoooooaiuueoueiuuoaaauiiieiuoaaeaeiioooaaea
0,自分は直ぐに死を想うた
1,ジブンハスグニシヲオモウタ
2,iuauuiioooua
0,しかし、その時、眼の前を一匹の兎が駈け過ぎるのを見た途端に、自分の中の人間は忽ち姿を消した
1,シカシ、ソノトキ、メノマエヲイチヒキノウサギガカケスギルノヲミタトタンニ、ジブンノナカノニンゲンハタチマチスガタヲケシタ
2,iaioooieoaeoiiiiouaiaaeuiuooiaoaiiuoaaoineaaiaiuaaoeia
0,再び自分の中の人間が目を覚ました時、自分の口は兎の血に塗れ、あたりには兎の毛が散らばっていた
1,フタタビジブンノナカノニンゲンガメヲサマシタトキ、ジブンノクチハウサギノチニヌレ、アタリニハウノケガチラバッテイタ
2,uaaiiuoaaoineaeoaaiaoiiuouiauaioiiueaaiiauoeaiaaueia
0,これが虎としての最初の経験であった
1,コレガトラトシテノサイショノケイケンデアッタ
2,oeaoaoieoaiooeieeaua
0,それ以来今までにどんな所行をし続けて来たか、それは到底語るに忍びない
1,ソレイライイママデニドンナショギョウヲシツヅケテキタカ、ソレハトウテイカタルニシノビナイ
2,oeiaiiaaeionaoouoiuueeiaaoeaoueiaauiioiai
0,ただ、一日の中に必ず数時間は、人間の心が還って来る
1,タダ、イチニチノナカニカナラズスウジカンハ、ニンゲンノココロガカエッテクル
2,aaiiiioaaiaaauuuiaaineooooaaeueuu
0,そういう時には、曾ての日と同じく、人語も操れれば、複雑な思考にも堪え得るし、経書の章句を誦んずることも出来る
1,ソウイウトキニハ、曾テノヒトオナジク、ジンゴモアヤツレレバ、フクザツナシコウニモコタエエルシ、ケイショノショウクヲ誦ンズルコトモデキル
2,ouiuoiiaoeoiooaiuinooaaueeauuauaiouiooaeeuieiooouuoouuuoooeiu
0,その人間の心で、虎としての己の残虐な行のあとを見、己の運命をふりかえる時が、最も情なく、恐しく、憤ろしい
1,ソノニンゲンノココロデ、トラトシテノオノレノザンギャクナクダリノアトヲミ、オノレノウンメイヲフリカエルトキガ、モットモナサケナク、オソレシク、イキドオロシイ
2,ooineooooeoaoieoooeoaniauauaioaooiooeouneiouiaeuoiaoooaaeauooeiuiioooii
0,しかし、その、人間にかえる数時間も、日を経るに従って次第に短くなって行く
1,シカシ、ソノ、ニンゲンニカエルスウジカンモ、ヒヲヘルニシタガッテシダイニミジカクナッテイク
2,iaiooineiaeuuuiaoioeuiiaaeiaiiiiauaueiu
0,今までは、どうして虎などになったかと怪しんでいたのに、この間ひょいと気が付いて見たら、己はどうして以前、人間だったのかと考えていた
1,イママデハ、ドウシテトラナドニナッタカトアヤシンデイタノニ、コノカンヒョイトキガツイテミタラ、オノレハドウシテイゼン、ニンゲンダッタノカトカンガエテイタ
2,iaaeaouieoaaoiauaaoaaieiaoiooaoioiauieiaaooeaouieieineauaoaoanaeeia
0,これは恐しいことだ
1,コレハコワシイコトダ
2,oeaoaiiooa
0,今少し経てば、己の中の人間の心は、獣としての習慣の中にすっかり埋れて消えて了うだろう
1,イマスクナシタテバ、オノレノナカノニンゲンノココロハ、シシトシテノシュウカンノナカニスッカリウモレテギエテリョウウダロウ
2,iauuaiaeaooeoaaoineooooaiioieouuaoaaiuaiuoeeieeouuaou
0,ちょうど、古い宮殿の礎が次第に土砂に埋没するように
1,チョウド、フルイキュウデンノイシズエガシダイニドシャニマイボツスルヨウニ
2,ououuiiuueoiiueaiaiioaiaiouuuoui
0,そうすれば、しまいに己は自分の過去を忘れ果て、一匹の虎として狂い廻り、今日のように途で君と出会っても故人と認めることなく、君を裂き喰うて何の悔も感じないだろう
1,ソウスレバ、シマイニオノレハジブンノカコヲワスレハテ、イチヒキノトラトシテクルイマワリ、キョウノヨウニトデキミトデアッテモコジントミトメルコトナク、キミヲサキクウテナニノクヤモカンジナイダロウ
2,ouueaiaiiooeaiuoaooaueaeiiiiooaoieuuiaaiiouoouioeiioeaueooioioeuooauiioaiuueaiouaoaniaiaou
0,一体、獣でも人間でも、もとは何か他のものだったんだろう
1,イッタイ、シシデモニンゲンデモ、モトハナニカタノモノダッタンダロウ
2,iaiiieoineeoooaaiaaoooauaaou
0,初めはそれを憶えているが、次第に忘れて了い、初めから今の形のものだったと思い込んでいるのではないか？　いや、そんな事はどうでもいい
1,ハジメハソレヲオボエテイルガ、シダイニワスレテリョウイ、ハジメカライマノカタチノモノダッタトオモイコンデイルノデハナイカ？　イヤ、ソンナコトハドウデモイイ
2,aieaoeoooeeiuaiaiiaueeouiaieaaiaoaaioooauaoooioeiuoeaaiaiaonaooaoueoii
0,己の中の人間の心がすっかり消えて了えば、恐らく、その方が、己はしあわせになれるだろう
1,オノレノナカノニンゲンノココロガスッカリキエテリョウエバ、オソラク、ソノホウガ、オノレハシアワセニナレルダロウ
2,ooeoaaoineooooauaiieeoueaooauooouaooeaiaaeiaeuaou
0,だのに、己の中の人間は、その事を、この上なく恐しく感じているのだ
1,ダノニ、オノレノナカノニンゲンハ、ソノコトヲ、コノウエナクオソレシクカンジテイルノダ
2,aoiooeoaaoineaoooooooueauooeiuanieiuoa
0,ああ、全く、どんなに、恐しく、哀しく、切なく思っているだろう！　己が人間だった記憶のなくなることを
1,アア、マッタク、ドンナニ、オソレシク、カナシク、セツナクオモッテイルダロウ！　オノレガニンゲンダッタキオクノナクナルコトヲ
2,aaaauonaiooeiuaaiueuauooueiuaouooeaineauaiouoauauooo
0,この気持は誰にも分らない
1,コノキモチハダレニモワカラナイ
2,ooioiaaeioaaaai
0,誰にも分らない
1,ダレニモワカラナイ
2,aeioaaaai
0,己と同じ身の上に成った者でなければ
1,オノレトオナジミノウエニナッタモノデナケレバ
2,ooeooaiioueiauaooeaeea
0,ところで、そうだ
1,トコロデ、ソウダ
2,oooeoua
0,己がすっかり人間でなくなって了う前に、一つ頼んで置きたいことがある
1,オノレガスッカリニンゲンデナクナッテリョウウマエニ、ヒトツタノンデオキタイコトガアル
2,ooeauaiineeauaueouuaeiiouaoeoiaiooaau
0,袁はじめ一行は、息をのんで、叢中の声の語る不思議に聞入っていた
1,袁ハジメイチコウハ、イキヲノンデ、クサムラチュウノコエノカタルフシギニキキイッテイタ
2,eaieiiouaiiooeuauauuooeoaauuiiiiiiueia
0,声は続けて言う
1,コエハツヅケテイウ
2,oeauueeiu
0,他でもない
1,タデモナイ
2,aeoai
0,自分は元来詩人として名を成す積りでいた
1,ジブンハガンライシジントシテナヲナスツモリデイタ
2,iuaanaiiioieaoauuoieia
0,しかも、業未だ成らざるに、この運命に立至った
1,シカモ、ワザイマダナラザルニ、コノウンメイニタチイタッタ
2,iaoaaiaaaaauioouneiiaiiaua
0,曾て作るところの詩数百篇、固より、まだ世に行われておらぬ
1,曾テツクルトコロノシスウヒャクヘン、モトヨリ、マダヨニオコナワレテオラヌ
2,oeuuuooooiuuaueoooiaaoiooaaeeoau
0,遺稿の所在も最早判らなくなっていよう
1,イコウノショザイモモハヤワカラナクナッテイヨウ
2,iouooaiooaaaaaauaueiou
0,ところで、その中、今も尚記誦せるものが数十ある
1,トコロデ、ソノナカ、イマモナオキショウセルモノガスウジュウアル
2,oooeooaaiaoaoioueuooauuuuau
0,これを我が為に伝録して戴きたいのだ
1,コレヲワガタメニツテロクシテイタダキタイノダ
2,oeoaaaeiueouieiaaiaioa
0,何も、これに仍って一人前の詩人面をしたいのではない
1,ナニモ、コレニ仍ッテイチニンマエノシジンメンヲシタイノデハナイ
2,aiooeioueiiinaeoiieoiaioeaai
0,作の巧拙は知らず、とにかく、産を破り心を狂わせてまで自分が生涯それに執着したところのものを、一部なりとも後代に伝えないでは、死んでも死に切れないのだ
1,サクノコウセツハシラズ、トニカク、サンヲヤブリシンヲクルワセテマデジブンガショウガイソレニシュウチャクシタトコロノモノヲ、イチブナリトモコウダイニツタエナイデハ、シンデモシニキレナイノダ
2,auooueuaiauoiauaoauiiouuaeeaeiuaouaioeiuuauiaoooooooiiuaiooouaiiuaeaieaieoiiieaioa
0,袁は部下に命じ、筆を執って叢中の声に随って書きとらせた
1,袁ハブカニメイジ、フデヲトッテクサムラチュウノコエニシタガッテカキトラセタ
2,eauaieiiueooueuauauuooeiiaaueaioaea
0,李徴の声は叢の中から朗々と響いた
1,リシルシノコエハクサムラノナカカラロウロウトヒビイタ
2,iiuiooeauauaoaaaaououoiiia
0,長短凡そ三十篇、格調高雅、意趣卓逸、一読して作者の才の非凡を思わせるものばかりである
1,チョウタンオヨソサンジュウヘン、カクチョウコウガ、イシュタクイッ、イチドクシテサクシャノサイノヒボンヲオモワセルモノバカリデアル
2,ouaoooauueauououaiuauiuiiouieauaoaioiooooaeuooaaieau
0,しかし、袁は感嘆しながらも漠然と次のように感じていた
1,シカシ、袁ハカンタンシナガラモバクゼントツギノヨウニカンジテイタ
2,iaieaanaiaaaoauenouioouianieia
0,成程、作者の素質が第一流に属するものであることは疑いない
1,ナリホド、サクシャノソシツガダイイチリュウニゾクスルモノデアルコトハウタガイナイ
2,aiooauaooiuaaiiiuuiouuuooeauooauaaiai
0,しかし、このままでは、第一流の作品となるのには、何処か（非常に微妙な点に於て）欠けるところがあるのではないか、と
1,シカシ、コノママデハ、ダイイチリュウノサクヒントナルノニハ、ドコカ（ヒジョウニビミョウナテンニ於テ）カケルトコロガアルノデハナイカ、ト
2,iaiooaaeaaiiiuuoauioauoiaooaiouiiouaeioeaeuoooaauoeaaiao
0,旧詩を吐き終った李徴の声は、突然調子を変え、自らを嘲るか如くに言った
1,キュウシヲハキオワッタリシルシノコエハ、トツゼンチョウシヲカエ、ミズカラヲアザケルカゴトクニイッタ
2,iuuioaioauaiiuiooeaoueouioaeiuaaoaaeuaoouiiua
0,羞しいことだが、今でも、こんなあさましい身と成り果てた今でも、己は、己の詩集が長安風流人士の机の上に置かれている様を、夢に見ることがあるのだ
1,羞シイコトダガ、イマデモ、コンナアサマシイミトナリハテタイマデモ、オノレハ、オノレノシシュウガナガヤスフウリュウジンシノツクエノジョウニオカレテイルサマヲ、ユメニミルコトガアルノダ
2,uuiiooaaiaeoonaaaaiiioaiaeaiaeoooeaooeoiuuaaaauuuuuiniouueoouioaeeiuaaoueiiuooaauoa
0,岩窟の中に横たわって見る夢にだよ
1,ガンクツノナカニヨコタワッテミルユメニダヨ
2,anuuoaaiooaaueiuueiao
0,嗤ってくれ
1,嗤ッテクレ
2,ieue
0,詩人に成りそこなって虎になった哀れな男を
1,シジンニナリソコナッテトラニナッタアワレナオトコヲ
2,iiiaiooaueoaiauaaaeaoooo
0,（袁は昔の青年李徴の自嘲癖を思出しながら、哀しく聞いていた
1,（袁ハムカシノセイネンスモモチョウノジチョウヘキヲオモイダシナガラ、カナシクキイテイタ
2,eauaioeieuooouoioueioooiaiaaaaaiuiieia
0,）そうだ
1,）ソウダ
2,oua
0,お笑い草ついでに、今の懐を即席の詩に述べて見ようか
1,オワライグサツイデニ、イマノフトコロヲソクセキノシニノベテミヨウカ
2,oaaiuauieiiaouoooooueioiioeeioua
0,この虎の中に、まだ、曾ての李徴が生きているしるしに
1,コノトラノナカニ、マダ、曾テノリチョウガイキテイルシルシニ
2,oooaoaaiaaoeoiouaiieiuiuii
0,袁は又下吏に命じてこれを書きとらせた
1,袁ハマタシモ吏ニメイジテコレヲカキトラセタ
2,eaaaioiieiieoeoaioaea
0,その詩に言う
1,ソノシニイウ
2,ooiiiu
0,偶因狂疾成殊類　災患相仍不可逃今日爪牙誰敢敵　当時声跡共相高我為異物蓬茅下　君已乗気勢豪此夕渓山対明月　不成長嘯但成時に、残月、光冷やかに、白露は地に滋く、樹間を渡る冷風は既に暁の近きを告げていた
1,グウインキョウシツナリコトルイ　ワザワイ患相仍フカ逃キョウソウガダレ敢敵　トウジコエアトドモショウダカワガタメイブツヨモギチガヤカ　キミヤメノリキイキオイエラ此夕ケイザンタイメイゲツ　フセイチョウ嘯但ナリトキニ、ザンゲツ、ヒカリヒヤヤカニ、シラツユハチニシゲルク、キカンヲワタルレイフウハスデニアカツキノチカキヲツゲテイタ
2,uuiiouiuaioouiaaaianououuaouiououaaeaneiouioeaoooouaaaaaeiuuooiiaaaiiaeoiiiioieaoeuueiaaieieuueiououaaaioiianeuiaiiaaaiiauuaiiieuuiaoaaueiuuaueiaauioiaioueeia
0,人々は最早、事の奇異を忘れ、粛然として、この詩人の薄倖を嘆じた
1,ヒトビトハモハヤ、コトノキイヲワスレ、シュクゼントシテ、コノシジンノハッコウヲ嘆ジタ
2,ioioaoaaoooiioaueuueoieooiioaouoaia
0,李徴の声は再び続ける
1,リシルシノコエハフタタビツヅケル
2,iiuiooeauaaiuueu
0,何故こんな運命になったか判らぬと、先刻は言ったが、しかし、考えように依れば、思い当ることが全然ないでもない
1,ナゼコンナウンメイニナッタカワカラヌト、センコクハイッタガ、シカシ、カンガエヨウニヨレバ、オモイアタルコトガゼンゼンナイデモナイ
2,aeonauneiiauaaaaauoenouaiuaaiaianaeouioeaooiaauooaeneaieoai
0,人間であった時、己は努めて人との交を避けた
1,ニンゲンデアッタトキ、オノレハツトメテヒトトノ交ヲサケタ
2,ineeauaoiooeauoeeioooouoaea
